art_id,search_folders
46436499,search_2
46774346,search_1
46976666,search_1
46985177,search_1
47019651,search_1
47121506,search_1
47288840,search_2
47288841,search_2
47335774,search_6
47335814,search_6
47539637,search_2
47574098,search_1
47574101,search_1
47753763,search_1
47764217,search_2
47812953,search_2
47812971,search_2
47906264,search_4
48362967,search_1
48365258,search_5
48422461,search_6
48729395,search_1
48767837,search_5
48767838,search_5
48767839,search_5
48767840,search_5
48767841,search_5
48767842,search_5
48767843,search_5
48767844,search_5
48770197,search_4
48783606,search_1;search_2
48785560,search_2
48835382,search_2
49044558,search_6
49044559,search_6
49044574,search_6
49373417,search_1
49487851,search_2
49492693,search_1
49493213,search_1
49510481,search_6
49510658,search_6
49510689,search_6
49640834,search_1
49794965,search_1
50040334,search_5
50040335,search_5
50137689,search_5
50137692,search_5
50148503,search_1
50154596,search_5
50191379,search_5
50379112,search_5
50379123,search_5
50379133,search_5
50379134,search_5
50379137,search_5
50379145,search_5
50379150,search_5
50379155,search_5
50379173,search_5
50628132,search_1
50701113,search_1
50710153,search_5
50906071,search_6
50906076,search_6
50906077,search_6
50906079,search_6
50906080,search_6
50906081,search_6
50917333,search_6
50917334,search_6
50917337,search_6
50917338,search_6
50917339,search_6
50917341,search_6
50925291,search_6
50925292,search_6
50925295,search_6
50925299,search_6
50932805,search_6
50932810,search_6
50932812,search_6
50940954,search_5
50941424,search_6
50941425,search_6
50941429,search_6
50941432,search_6
50960100,search_6
50960104,search_6
50960108,search_6
50968653,search_6
50968655,search_6
50968657,search_6
50968658,search_6
50968659,search_6
50973319,search_6
50973320,search_6
50973322,search_6
50973326,search_6
50973327,search_6
50986425,search_6
50986427,search_6
50986429,search_6
50986433,search_6
51010909,search_6
51010910,search_6
51010914,search_6
51083468,search_5
51083477,search_5
51238940,search_5
51238949,search_5
51238950,search_5
51391513,search_4
51445141,search_1
51634971,search_2
51635415,search_2
51755971,search_1
51873377,search_2
51898522,search_5
52021987,search_2
52021995,search_2
52021999,search_2
52022005,search_2
52022007,search_2
52022010,search_2
52022014,search_2
52022016,search_2
52022021,search_2
52022024,search_2
52428218,search_2
52428231,search_2
52428240,search_2
52428248,search_2
52428289,search_2
52428301,search_2
52428327,search_2
52428351,search_2
52428359,search_2
52428362,search_2
52428394,search_2
52428395,search_2
52428458,search_2
52428491,search_2
52428495,search_2
52428514,search_2
52428561,search_2
52428587,search_2
52428630,search_2
52428655,search_2
52500047,search_2
52515757,search_2
52602226,search_1
52791009,search_2
52791112,search_2
52953485,search_4
53376361,search_5
53376526,search_5
53659834,search_2
53776074,search_2
53863829,search_1
54096871,search_1
54157492,search_4
54157493,search_1;search_3
54217078,search_5
54276221,search_1
54276303,search_1;search_2
54329235,search_2
54362831,search_5
54492188,search_2
54517814,search_1
54523237,search_5
54833095,search_5
54932704,search_6
54933035,search_6
54933122,search_6
54933195,search_6
54933299,search_6
54933313,search_6
54933324,search_6
54933330,search_6
54933398,search_6
54933458,search_6
54933464,search_6
54963907,search_5
55142847,search_5
55142864,search_5
55266847,search_1
55387320,search_6
55387321,search_6
55387325,search_6
55590686,search_6
55654686,search_5
55821697,search_6
55822839,search_6
55883717,search_1
56002698,search_1
56119070,search_5
56121290,search_6
56121594,search_1
56184034,search_1
56184036,search_1
56216278,search_1
56247912,search_1
56270399,search_1
56335832,search_1
56563122,search_1;search_2
56654570,search_6
56676763,search_1
56700257,search_1
56735590,search_1;search_2
56745696,search_1
56764568,search_1
56830221,search_5
56851496,search_6
56851629,search_6
56852021,search_6
56871262,search_6
56884478,search_6
56892577,search_6
56944698,search_6
56984164,search_1
57039472,search_1;search_2
57578449,search_1
57620215,search_5
57833504,search_1
57834121,search_1
57836325,search_1
57883053,search_1
57979657,search_5
58038225,search_4
58081049,search_1
58252965,search_5
58256717,search_5
58316204,search_4
58319776,search_5
58320130,search_5
58320178,search_5
58345492,search_4
58389498,search_4
58484810,search_5
58490821,search_5
58736725,search_5
58736727,search_5
58736731,search_5
58773234,search_5
58775669,search_4
58776339,search_4
58776540,search_5
58851117,search_4
58851348,search_5
58851961,search_5
58852429,search_4
58852963,search_4
58882496,search_4
59213508,search_5
59213529,search_5
59214590,search_5
59214623,search_5
59214667,search_5
59214837,search_5
59214970,search_5
59215021,search_5
59215112,search_5
59215118,search_5
59215130,search_5
59216499,search_5
