art_id,search_folders
41897971,search_2
42084256,search_1
42891263,search_2
43109412,search_2
43614080,search_1
43941930,search_2
43987283,search_6
43997692,search_4
44303058,search_2
44475202,search_1
44758961,search_1
44880422,search_3
44929808,search_1
45018680,search_1
45048897,search_2
45207133,search_1
45219350,search_1
45356564,search_1
45433853,search_2
45455060,search_2
45466942,search_4
45492540,search_4
45633795,search_1
45678195,search_4
45987248,search_2
46106357,search_2
46242662,search_2
46457178,search_2
46573755,search_1
46579630,search_1
46647915,search_4
46800608,search_2
47007223,search_4
47029144,search_2
47163298,search_4
47163319,search_4
47347842,search_6
47608425,search_2
47643230,search_2
47717376,search_4
47970413,search_2
48126965,search_2
48229242,search_6
48253173,search_4
48303445,search_1
48320871,search_1
48481616,search_2
48505763,search_2
48557855,search_2
48706205,search_4
48772972,search_2
48844283,search_2
49315729,search_2
49422914,search_2
49563688,search_2
49624588,search_2
49710548,search_2
49710571,search_2
50176146,search_4
50195187,search_2
50195192,search_2
50224037,search_1
50395162,search_2
50907872,search_2
51005138,search_2
51155842,search_1
51227016,search_2
51280815,search_6
51459485,search_2
51538332,search_4
51578367,search_1
51672105,search_5
51683495,search_5
51709086,search_5
51730952,search_2
51744522,search_5
51754284,search_5
51777047,search_1
51777053,search_2
51807211,search_5
51811021,search_5
51811023,search_5
51947232,search_2
52284596,search_5
52357131,search_5
52509472,search_5
52509478,search_5
52578182,search_5
52656222,search_1
53060311,search_5
53088665,search_5
53231282,search_4
53236123,search_5
53244165,search_5
53303885,search_5
53308398,search_5
53308399,search_5
53308712,search_5
53317565,search_5
53384862,search_5
53410242,search_5
53410246,search_5
53476536,search_5
53700134,search_5
53721185,search_5
53824589,search_5
53892278,search_2
53994017,search_5
54076133,search_5
54119798,search_5
54317750,search_5
54338859,search_5
54349560,search_1
54484261,search_1
54517298,search_5
54580044,search_5
54647821,search_5
54701415,search_5
54701416,search_5
54827156,search_5
54827158,search_5
54831825,search_5
54833250,search_5
54938196,search_5
54941392,search_5
55097438,search_5
55097701,search_5
55125627,search_5
55168017,search_5
55262462,search_5
55331784,search_5
55496922,search_5
55554489,search_5
55597368,search_5
55668846,search_5
55829220,search_5
55829676,search_5
55829955,search_5
55895174,search_2
55941281,search_1
55955614,search_4
55968392,search_5
55973242,search_1
56011540,search_5
56035914,search_5
56036240,search_5
56073505,search_5
56078585,search_5
56078878,search_5
56082018,search_5
56100919,search_2
56125477,search_2
56206349,search_5
56224706,search_5
56239439,search_5
56272189,search_1
56277358,search_5
56293550,search_5
56405293,search_5
56547699,search_2
56574244,search_2
56608007,search_5
56652918,search_5
56659540,search_5
56687044,search_5
56736960,search_2
56743021,search_1
56794710,search_5
56795308,search_2
56805060,search_5
56822695,search_2
56823572,search_5
56890069,search_5
56952972,search_2
56970549,search_5
57038579,search_5
57112970,search_5
57219551,search_5
57261549,search_4
57264281,search_5
57265902,search_5
57376336,search_5
57526422,search_5
57615741,search_5
57635152,search_4
57650416,search_5
57739177,search_5
57743257,search_5
57809797,search_4
57809834,search_4
57811824,search_5
57811830,search_5
57811834,search_5
57828047,search_5
57977185,search_4
58287732,search_4
58593545,search_4
58622457,search_4
58698795,search_5
58862738,search_5
58867261,search_5
58869444,search_4
58990924,search_5
58999787,search_4
