art_id,search_folders
50545769,search_2
50743943,search_6
50743957,search_6
50743960,search_6
50744016,search_6
50988287,search_2
51162751,search_2
51296407,search_5
51580879,search_4
51641329,search_1;search_2
52015970,search_2
52201135,search_1
52468458,search_1;search_2
52521585,search_1
52860986,search_4
53009856,search_2
53120206,search_1;search_3
53384658,search_2
53499997,search_2
53500118,search_2
53500359,search_1;search_2
53519794,search_1
53787770,search_2
53787907,search_2
53813791,search_2
53949779,search_4
54305862,search_5
54306048,search_2
54306230,search_5
54643358,search_1
55746616,search_4
55746661,search_4
55746662,search_4
55893652,search_4
55893734,search_4
56102928,search_2
56274776,search_2
56771966,search_2
56920590,search_2
58913169,search_6
