art_id,search_folders
54761263,search_5
54761264,search_5
54831565,search_5
54847609,search_5
54915255,search_5
54945634,search_5
54945635,search_5
54957238,search_5
55024159,search_3
55038629,search_5
55120778,search_5
55232469,search_5
55240477,search_1;search_3
55253000,search_5
55612647,search_3
55620009,search_2
55644036,search_1
55646375,search_1;search_3
55668242,search_1;search_3
55716703,search_1
55716990,search_3
55717707,search_5
55717711,search_5
55717712,search_5
55731082,search_2
55787022,search_5
55800706,search_1;search_3
55808865,search_1
55892914,search_5
55916579,search_5
55948007,search_5
56015265,search_3
56016552,search_5
56071527,search_1;search_3
56094760,search_5
56115682,search_5
56115788,search_2
56115797,search_2
56115803,search_2
56115811,search_2
56115822,search_2
56143891,search_3
56166313,search_1
56180279,search_5
56223155,search_1
56223409,search_5
56245977,search_3
56245984,search_3
56246003,search_1
56248395,search_5
56263283,search_3
56272640,search_3
56276530,search_5
56346920,search_1
56389945,search_5
56400802,search_5
56406355,search_1
56412681,search_5
56433041,search_5
56539221,search_5
56569220,search_5
56580249,search_5
56630802,search_5
56643649,search_5
56658163,search_5
56664349,search_1
56675502,search_5
56675823,search_5
56702379,search_5
56704315,search_1
56708218,search_3
56708347,search_3
56763662,search_5
56767642,search_5
56768109,search_5
56773695,search_5
56830392,search_1;search_2;search_5
56895136,search_1
56915222,search_5
56927244,search_1;search_3
56946578,search_1
56970982,search_5
57061344,search_2
57061347,search_2
57061348,search_2
57132354,search_5
57365286,search_1
57423301,search_5
57450020,search_5
57481713,search_5
57515765,search_5
57527702,search_1
57531097,search_5
57560588,search_5
57560589,search_5
57701399,search_5
57704621,search_5
57749485,search_5
57801710,search_1
57801718,search_1
57809425,search_5
57885227,search_3
57885297,search_3
57998976,search_5
58350703,search_1
58368982,search_5
58444719,search_1
58604419,search_5
58608083,search_5
58628056,search_1
58757466,search_5
58765959,search_1
58849036,search_1
58877451,search_6
58878576,search_6
58914598,search_1
59019435,search_1
59019688,search_5
59067321,search_5
59197862,search_1
59206111,search_5
59208315,search_5
59228650,search_5
59244732,search_6
59252625,search_5
